machine_id,cycle,vibration_rms,temperature,freq_spike_1x,freq_spike_bpfo,fault_type,rul
1,0,1.0,45.0,0.0,0.0,Bearing Wear,199
1,1,1.0000006344695371,45.00000634469537,0.0,1.1420451668711986e-07,Bearing Wear,198
1,2,1.0000050757562973,45.000050757562974,0.0,9.136361334969589e-07,Bearing Wear,197
1,3,1.000017130677503,45.00017130677503,0.0,3.0835219505522354e-06,Bearing Wear,196
1,4,1.0000406060503777,45.00040606050378,0.0,7.309089067975671e-06,Bearing Wear,195
1,5,1.0000793086921438,45.00079308692144,0.0,1.4275564585889985e-05,Bearing Wear,194
1,6,1.0001370454200245,45.00137045420025,0.0,2.4668175604417883e-05,Bearing Wear,193
1,7,1.0002176230512427,45.002176230512426,0.0,3.917214922368211e-05,Bearing Wear,192
1,8,1.0003248484030212,45.00324848403021,0.0,5.847271254380537e-05,Bearing Wear,191
1,9,1.0004625282925828,45.00462528292583,0.0,8.325509266491039e-05,Bearing Wear,190
1,10,1.0006344695371507,45.00634469537151,0.0,0.00011420451668711988,Bearing Wear,189
1,11,1.0008444789539475,45.008444789539475,0.0,0.00015200621171055655,Bearing Wear,188
1,12,1.0010963633601964,45.01096363360196,0.0,0.00019734540483534307,Bearing Wear,187
1,13,1.00139392957312,45.0139392957312,0.0,0.0002509073231616024,Bearing Wear,186
1,14,1.0017409844099414,45.01740984409941,0.0,0.00031337719378945686,Bearing Wear,185
1,15,1.0021413346878836,45.02141334687884,0.0,0.0003854402438190294,Bearing Wear,184
1,16,1.002598787224169,45.02598787224169,0.0,0.00046778170035044296,Bearing Wear,183
1,17,1.0031171488360213,45.031171488360215,0.0,0.0005610867904838197,Bearing Wear,182
1,18,1.0037002263406627,45.03700226340663,0.0,0.0006660407413192831,Bearing Wear,181
1,19,1.0043518265553164,45.04351826555317,0.0,0.000783328779956955,Bearing Wear,180
1,20,1.0050757562972052,45.05075756297205,0.0,0.000913636133496959,Bearing Wear,179
1,21,1.0058758223835522,45.058758223835525,0.0,0.001057648029039417,Bearing Wear,178
1,22,1.0067558316315803,45.067558316315804,0.0,0.0012160496936844524,Bearing Wear,177
1,23,1.0077195908585121,45.077195908585125,0.0,0.0013895263545321873,Bearing Wear,176
1,24,1.008770906881571,45.087709068815705,0.0,0.0015787632386827445,Bearing Wear,175
1,25,1.0099135865179791,45.09913586517979,0.0,0.001784445573236247,Bearing Wear,174
1,26,1.01115143658496,45.1115143658496,0.0,0.002007258585292819,Bearing Wear,173
1,27,1.0124882638997366,45.12488263899736,0.0,0.0022478875019525803,Bearing Wear,172
1,28,1.0139278752795313,45.13927875279531,0.0,0.002507017550315655,Bearing Wear,171
1,29,1.0154740775415676,45.154740775415675,0.0,0.0027853339574821657,Bearing Wear,170
1,30,1.017130677503068,45.17130677503068,0.0,0.003083521950552235,Bearing Wear,169
